,title,paragraph,label
159,atkins likens climate change to industrial revolution,"mr clarke speaks with the zeal of a convert. climate change mitigation is a â€œmoral imperativeâ€ which will involve â€œrevolutionary change in our societyâ€, as well as a â€œstaggering opportunityâ€ for the economy. ",favorable
493,the guardian as contrarian indicator,"investors should be worrying that governments might finally take some sensible action on climate change. but they should focus on what governments might decide. the question of divestment is not about helping with the climate, itâ€™s about pandering to deluded campaigners. if you want to help the environment, cut back on flying, driving, meat and heating, not on shell shares.",favorable
115,caution and courage can pay off,"virginâ€™s climate change fund is its first new launch since 1995, and seeks to avoid some of the volatility of the sector by not excluding any sector or industry. this means the fund can invest in, for example, oil companies. however, analysts have questioned whether this strategy compromises the fundâ€™s green credentials.",favorable
211,business backs higher emissions goals,"neil carson, chief executive of johnson matthey, a catalytic converter manufacturer, said: â€œin these uncertain times, if industry is to risk investing in new low-carbon technologies, itâ€™s even more important that governments show that reducing carbon emissions is a non-negotiable requirement and that it will be supported by strong Â­policies.â€",favorable
127,climate changing in favour of sri,the largest growth area for this kind of investing has been climate change funds. the increasing acceptance that the environment is under threat from human activity has also meant more general socially responsible investment funds have attracted greater interest.,favorable
408,national minersâ€™ strike defines demise of uk coal industry,"â€œgetting coal off the grid as soon as possible makes energy more expensive, and you lose the diversity of the generation mix . . . security of supply and affordability have been placed behind carbon emissions targets,â€ says phil garner, director-general of coalpro. â€œwe should be trying to secure as much of our indigenous resources as possible.â€",unfavorable
169,a climate of suspicion,"taxpayers in the developed countries have reason to worry that they will be taken to the cleaners at copenhagen. if rich countries get tight targets for carbon emissions and poor ones get technology transfers and subsidies (through sellable carbon-offset credits) to â€œgreen their industrialisationâ€, then it looks less like a cleanup and more like a redistribution of productive capacity. many programmes that appear reasonable in academic or political conclaves will prove explosive when exposed to the oxygen of democracy.",unfavorable
645,g20 summit puts focus on how fukushima hit japan climate plans,"ahead of the g20 summit in tokyo, a growing number of japanese companies have called for more renewable energy. a letter this month signed by technology multinational fujitsu, the conglomerate sony, construction company daiwa house and a dozen others urged the government to adopt a target of 50 per cent renewable electricity by 2030.",favorable
430,"despite carbon limits, oil can still satisfy investors","sir, in â€œa climate fix would ruin investorsâ€ (june 18), martin wolf addressed the potential impact of effective climate policies on the value of fossil energy companies. the key issue was to what extent current coal, oil and gas reserves will be burnable, and therefore valuable, to investors if future climate policies limit carbon emissions.",unfavorable
690,us gas export projects pursue emissions cuts to assuage foreign buyers,"european efforts to implement a carbon border adjustment tax â€” which could levy a fee for higher emitting imports â€” is of particular concern for us lng companies that compete with russia, qatar and others on the continent.",favorable
342,new york headlines,"china eyes cap on carbon emissions by 2016 china is looking at introducing tough controls on its carbon pollution as soon as 2016, in a shift that could boost talks on a global agreement to curb greenhouse gas emissions, an official at the heart of state carbon policy has said. http://on.ft.com/1406nsi",favorable
212,climate politics,"over the past year, the momentum for climate change action has stalled. the cause was particularly damaged last november when e-mails between scientists at the climatic research unit at the university of east anglia were stolen and leaked in the run-up to the copenhagen climate summit. ",unfavorable
419,green economy: talent is drawn to cities that offer fresh air and open space,"this energy and innovation is something cities can tap into. â€œitâ€™s cheaper r&d,â€ says peter hirshberg, chairman of the re:imagine group advisory. â€œand because theyâ€™re engaged, theyâ€™re going to take more ownership.â€ in designing its â€œvancouver green capitalâ€ branding effort, the canadian city brought in business development experts. and while the initiative is a way of tackling environmental challenges such as carbon emissions and waste and of becoming â€œgreenest city in the world by 2020â€, vancouver is also using the brand to market the city overseas. ",favorable
323,shale gas boom sparks eu coal revival,"long-term, policy analysts say, coalâ€™s comeback will inevitably fall foul of eu environmental policy, which calls for a 20 per cent reduction in carbon emissions from 1990 levels by 2020 and a growing role for solar, wind and biomass in electricity generation.",unfavorable
74,two countries â€“ global problem,the two countries will achieve long-term energy security and meaningful reductions in carbon emissions only by investing significantly in new energy technologies and cross-border infrastructure in the coal sector.,unfavorable
712,"climate change risks are greater than thought, warns ipcc report","rises in sea level, for example, posed an â€œexistential threatâ€ for some small islands, while vital infrastructure, such as ports and energy systems, would be â€œincreasingly vulnerableâ€ if not designed to withstand climate change.",unfavorable
274,at home: lord browne of madingley,"an early advocate on climate change at bp, he laments that politically it â€œhas gone on the back burner. renewable energy is not interesting to people, except in china, where it is part of their industrial policy.â€",unfavorable
375,sse forecasts carbon tax will cost households Â£709m in 2015,"the companyâ€™s claims will refocus attention on the cost of government green programmes. forecasts by the energy department, published in march, said all the coalitionâ€™s climate change policies â€“ including subsidies for wind farms and nuclear power stations â€“ would add 41 per cent to the household price of electricity by 2030.",unfavorable
444,air safety - flying blind,"these changes sound straightforward but implementation would not be simple. governments are reluctant to share intelligence, mindful of the risk of compromising their sources. the icao has a reputation for being slow to act, partly because it reaches decisions by consensus among its 191 member states. that process has slowed its efforts to tackle airlinesâ€™ carbon emissions, for instance.",unfavorable
54,car industry needs carbon trading,"this is not to say that carmakers should be free to ignore carbon emissions â€“ their vehicles produce a quarter of man-made co2 emissions, after all. but they should be free to choose how to reduce carbon, not be locked into certain technologies by governments. (one of the technologies being pushed by washington and toyota â€“ a â€œplug-inâ€ hybrid with an external recharger â€“ actually results in more carbon emissions than a plain petrol car because so much us electricity comes from coal.)",unfavorable
525,carbon capture: miracle machine or white elephant?,"â€œinstead of adding ccs to a normal coal plant, the models assume the technology will have to be used on a power station burning wood or other plants in order to produce so-called negative carbon emissions,â€ he says. ",favorable
368,what climate scientists talk about now,"this would be quite a change for a body that has played such a profound role in shaping the way we think about climate change. and it would make the latest ipcc assessment report even more distinct from its predecessors because, depending on what governments end up deciding, there is a chance that this one could be the last of its kind. ",favorable
291,carbon reporting key to company fortunes,"in practice, the introduction of mandatory carbon reporting is just a small incremental step that will level the playing field for the large number of companies that have sensibly been measuring and managing their energy use and carbon emissions for years.",favorable
403,"us, canada and mexico seek increased trade in nafta summit","the leaders discussed more usual topics, agreeing to analyse new financing mechanisms to finance infrastructure projects â€“ though they gave no details â€“ as well as to work together to meet high clean fuel standards for heavy duty trucks and to advance on climate change initiatives and boost student exchanges.",favorable
501,"global energy subsidies fuel climate change, says imf study","he also said the imf calculations were â€œconservativeâ€ as they only took into account some of the environmental costs. â€œa more complete estimate of the costs due to climate change would show the implicit subsidies for fossil fuels are much bigger even than this report suggests,â€ he said.",unfavorable
279,plans would force homeowners to insulate,"launching a government consultation on the plans, which closes later this month, mr stunell said: â€œa quarter of the carbon emissions produced each year come from our homes, so it is vital we get to grips with energy efficiency to tackle this problem. ",favorable
311,indonesia to reimpose food price controls,"â€œthe current policy setting will result in inflated food prices and poor people paying for them,â€ he said. â€œwith some climate change-driven bad seasons, we could see genuine food shortages again.â€",unfavorable
71,minister â€˜failsâ€™ to take climate change seriously,"environmentalists say urgent action is needed to slow the expansion of air travel, which is now the fastest growing source of carbon emissions in the uk economy. mr blairâ€™s government has set a goal of cutting carbon emissions by 60 per cent by 2050.",unfavorable
255,the environment: carbon capture companies try to counter their critics,"but he notes that technology continues to improve, as illustrated by the 40 per cent reduction in carbon emissions on oil sands production since 1990. ",favorable
381,books of the year,climate change is the biggest collective challenge in human history. nordhaus argues persuasively that the right policy cannot be to do nothing. the question is whether humanity has the wisdom and the capacity to do what is needed.,unfavorable
239,emissions reporting plan set to be curbed,"in november, the department for environment, food and rural affairs produced a report on the issue, saying the government would decide â€œin early 2011â€ whether to introduce compulsory reporting. greg barker, climate change minister, later said: â€œwe will announce a robust way forward in the new year that will require a clear route map on how companies are required to report their carbon emissions.â€",favorable
171,companies seek climate certainty,"ahead of copenhagen, an influential group of investors with a combined $13,000bn in assets under management, demanded a strong deal at copenhagen. the signatories, brought together by several groups, including the investor network on climate risk in the us and the european institutional investors group on climate change, included big-name investors such as hsbc, hermes, ing group, sociÃ©tÃ© gÃ©nÃ©ral, swiss re, allianz global investors and numerous us public sector pension funds.",favorable
618,pollution studies cast doubt on chinaâ€™s electric-car policies,"tsinghua university scientists found that the production of new-energy vehicles â€” a category in china that includes electric, plug-in petrol-electric hybrid and fuel-cell powered vehicles â€” creates 50 per cent more greenhouse gas emissions than producing internal combustion engine cars. they published their findings in the journal applied energy in may. ",unfavorable
215,why we have got our work cut out creating jobs that matter,"we can see the obsession with creating jobs everywhere in public discourse. it seems to be easier to sell renewable energy subsidies through the idea that it will create jobs than the suggestion that it might slow climate change. the coalitionâ€™s plans to cut public spending appear to me to be more unpopular on the grounds of lost jobs than lost services. international trade â€“ and before it, new technology, which from an economistâ€™s viewpoint looks much the same â€“ is also condemned because it destroys jobs.",favorable
713,the war in ukraine and a decoupling world,"to me, this would be an ideal time for the us and europe to come together and war game a new energy security strategy to buffer european vulnerabilities in the short term, and a longer-term agreement about how to approach climate change (how wonderful would it be if the two regions together took the lead on cutting-edge clean technology such as green batteries, rather than ceding that territory to china). i also think that they need a strategy not only for de-dollarisation but de-euroisation, as russian energy no longer flows to the continent.",favorable
36,speech summary,carbon emissions interest-free loans for energy saving in business and public sector to be funded by Â£35m contribution to the carbon trust.,favorable
439,from my inbox: the hot topics,"â€¢ at any given time there are certain topics that get readers most angry. a few years ago, the big one was climate change. every time i wrote about it, i got emails explaining that climate change didnâ€™t exist. lately that correspondence has dried up. my surmise: the deniers have relaxed after realising that governments wonâ€™t do anything serious about climate.",unfavorable
361,no middle ground in fracking debate,"on the other hand, frackingâ€™s promoters point to the fact that the increased use of gas can cut carbon emissions. gas emits half the carbon dioxide per unit of energy of coal. as a result, us energy-related emissions of co2 fell by 450m tonnes over the past five years as the power sector switched from coal to gas.",favorable
534,ft opening quote â€“ equiniti registers Â£1bn ipo,"g20 energy ministers are meeting in istanbul to discuss extreme weather, among other things. mark carney will doubtless lurk outside the meeting among other climate change campaigners, clad in an ill-fitting polar bear costume.",favorable
96,waste heat recycling plants seen as solution,"the government offers incentives to chp, including enhanced capital allowances and exemption from the climate change levy. but the combined heat and power association, an industry body, said on friday that these were not enough.",unfavorable
379,clegg urges coalition to â€˜stay the courseâ€™ on green energy,"but the committee on climate change, the statutory body which advises the government on carbon emissions, will pronounce on thursday that there is â€œno legal or economic basisâ€ to change the budget. ",favorable
433,climate a toxic topic for republicans,"after a period decades ago when republicans led the debate on climate change and more recently competed with democrats on policies to combat it, the party and its leaders now barely touch the issue, so toxic has it become among conservative activists.",unfavorable
106,new york moves closer to congestion charge,"michael bloomberg, new yorkâ€™s mayor, has championed the idea, borrowed from london, as a way to reduce carbon emissions and cut traffic congestion. if approved by new yorkâ€™s city council and its state legislature, which is still far from certain, it would mark the first time a us city has implemented a congestion pricing zone.",favorable
553,us views on climate change pose test for 2016 candidates,"viewed in isolation, again, americans support a number of energy policies designed to combat climate change. among those covered by a yale survey, the most popular with democrats and independent voters was funding for renewable energy research (a necessary but not sufficient condition to boost the contribution of wind and solar to the power grid). even republicans â€” nearly eight out of 10 â€” liked the idea, but their favourite policy was expanding offshore drilling for oil and gas, which is not seen as climate friendly. other polls suggest that curbing carbon emissions via regulation from the environmental protection agency â€” mr obamaâ€™s approach â€” is more popular than two alternatives, a carbon tax and carbon trading system, which the current congress would not permit.",favorable
280,fracking bonanza,"britain, like many western countries, is facing a challenge to keep the lights on. not only are its existing power stations ageing, but commitments to cut carbon emissions mean new, cleaner sources of energy have to be found.",unfavorable
273,letters between huhne and cameron,"it has been an honour to negotiate and then serve in the first coalition government of modern times which has substantial achievements both in reducing the economic dangers faced by our country, and in making progress with policies to tackle climate change and provide energy security. internationally, we have helped to build a coalition of ambitious countries in europe and beyond to put the united nations process back on track.",favorable
502,reality is that new nuclear carries significant economic risk,"it could be helpful to reflect that germany uses 20 per cent of all european electricity, and its decision to go nuclear-free by 2020, hitting power and co2 targets by investing in renewables and energy efficiency, grid network infrastructure, and planning for trans-boundary pumped storage hydroelectricity, with chp gas and some coal as interim measures, may prove significant. key to the energiewende is the planned reduction in primary energy, a reduction in electricity consumption, and a continuing and substantive reduction in carbon emissions â€” including a wholesale reduction in coal.",unfavorable
472,this year 2014 on course to be warmest year on record,"â€œwe would not be breaking these records without human influence on the climate,â€ said peter stott, the uk met officeâ€™s head of climate attribution, an emerging field of research enabling the rapid detection of a link between weather extremes and climate change.",unfavorable
97,we need political will to fight climate change,"in short, economics and policy will respond to the circumstances. the path will be uneven and oil prices could rise before declining when, eventually, petroleum is displaced from the fuel mix. one problem, however, remains. as with population growth in iran, the accumulation of carbon in the atmosphere is not something that can be reversed by a policy shift. the short-term forces in the energy market are making the problem worse. coal demand is growing by more than 4 per cent a year. substituting heavy oil for conventional supplies produces higher carbon emissions. the shift to low-carbon sources such as nuclear and renewables is painfully slow. no government has yet embraced the potential of carbon sequestration.",unfavorable
526,business rounds on uk government for green energy u-turns,"as well as reining in support for wind farms, solar plants and other forms of renewable power, the new conservative government has ended home energy-saving programmes and required clean power companies to pay a climate change tax, a july decision that saw draxâ€™s shares slump to a record low.",unfavorable
121,carbon: benefits of trading trickling southwards,"the united nations is also trying to come up with an answer that it hopes will bring more banks into the market. in a recent interview with the financial times, yvo de boer, executive secretary of the un framework convention on climate change, said the system could be adjusted to help governments issue â€œclimate bondsâ€.",favorable
469,cross-border power: problem or solution for south asia?,"international organisations and academics have long called for a collective approach to the development of energy infrastructure. cross-border connectivity could enhance system reliability, lower costs and carbon emissions and relieve debilitating shortages. the world bank estimates that afghanistan and nepal have water resources that could potentially generate around 24,000 and 83,000 mw of electricity respectively.",favorable
77,the untested â€˜heirâ€™ to blair,"now routinely touted as the only credible potential challenger to gordon brown to succeed tony blair as prime minister this summer, his stature has been thoroughly enhanced. this week, mr miliband staked his claim as a man of ideas for the future by unveiling a ground-breaking law that would compel future uk governments to cut carbon emissions by 60 per cent by 2050.",favorable
320,uk farmers seek to plug Â£1bn â€˜black holeâ€™,"arguing that climate change was causing far greater damage than had once been expected, the nfu is calling on european politicians to not cut subsidies to farmers. discussions on the common agricultural policy are ongoing, but many expect the straitened nature of european finances to result in reduced government support.",unfavorable
114,bush attacks congress on energy policy,"but mr bush accused democrats of proposing policies that would lead to further increases in energy prices, including aggressive caps on carbon emissions to tackle global warming.",unfavorable
267,hydrogen cell cars move to fast lane,the project will significantly broaden the governmentâ€™s range of bets on clean-car technologies as it seeks to meet its commitments to cut carbon emissions. ,favorable
283,"lufthansa to cut 3,500 jobs","the airline blamed the â‚¬381m loss mainly on higher fuel costs, although it also hit out at air passenger taxes and aviation charges stemming from the european unionâ€™s carbon emissions trading scheme.",unfavorable
137,latamâ€™s fuel use spurs emissions concern,"at present, largely because of hydroelectricity, latin americaâ€™s carbon emissions per unit of energy are about half the world average. but international energy agency predictions suggest energy-related emissions will grow by 10 per cent between 2005 and 2015, and by 33 per cent until 2030. ",unfavorable
308,climate change returns to conversation,"the issue of climate change is not going to be a game-changer in the election, which is focused on the economy. but it serves to bolster the position of mr obama, who has temporarily abandoned campaigning to oversee the federal governmentâ€™s response to the hurricane. ",unfavorable
371,carmakers dominate list of top business innovators web embargo 6am thursday,"but despite continued worries over the health of key markets such as europe, ever-tightening curbs on carbon emissions are forcing companies to develop more efficient engines and electric-powered vehicles, while new innovations such as cars that can drive themselves or connect to the internet are creating fresh technology challenges for the industry.",favorable
83,ukâ€™s energy white for us/lonpolicy has too much micromanagement,"the problem for target-setting central planners, be they gosplan or an imaginary greenplan, is information. the government knows it wants to reduce carbon emissions. but it has no idea whether it will be cheaper to do so by generating renewable energy or making cars more fuel efficient or insulating attics. whatever it mandates is unlikely to be the cheapest solution.",unfavorable
338,the week ahead: april 29 â€“ may 5,"the european commission launches its strategy on adaptation to climate change at a conference with policy makers and private sector companies in brussels, an opportunity to also discuss the strategyâ€™s framework and focus.",favorable
642,pollution: the race to clean up the shipping industry,"shipping fuel contains sulphur concentrations more than 3,500 times greater than the diesel that triggered the emissions testing scandal at carmaker volkswagen. the international maritime organisation, a un agency, has been working for 12 years to get an agreement on introducing measures to limit sulphur content in fuels from 3.5 to 0.5 per cent from 2020. while the paris climate agreement set goals, the shipping agreement is the most significant binding worldwide environmental regulation mandated in decades. ",favorable
209,certification: respectability that provides investors with peace of mind,"harry morrison, general manager of the standard, says: â€œwe recognised there is huge business interest and concern about climate change and a desire to do something about it. but there was a limited level of expertise on the issue.",unfavorable
510,summer budget: vehicle excise duty overhaul harks back to 1930s,"there is also a new tax on cars with a list price of more than Â£40,000, whose owners will pay a supplement of Â£310 a year on top of the standard rate for five years. the taxation of existing vehicles, also based on carbon emissions, is unaffected. ",favorable
640,will impact fundsâ€™ lofty goals be matched by high returns?,"speaking at davos this year, the singer-turned-campaigner bono said it would take an extra $2.6tn in annual spending to meet the unâ€™s sustainable development goals, which include ending hunger and promoting better standards of education and health. â€œitâ€™s just not going to be possible with public funds,â€ he said. â€œweâ€™re going to need the private sector, too.â€",favorable
677,how the us election could impact lng exports ,"â€œweâ€™re at a crossroads,â€ said mark brownstein, senior vice-president for energy at the environmental defense fund. the trump administration, he said, â€œhas been working overtimeâ€ to destroy us progress in tackling methane emissions from us oil and gas. ",unfavorable
504,green technology: positive energy,"he is also calling for a tripling of public support for renewables research, to help fight climate change , from the present level of about $6bn a year worldwide. some of this funding could come from diverting the money now used to subsidise the deployment of existing renewable sources (mainly solar and wind), says mr gates. ",favorable
78,sir stephen wall on the eu,"the ft had a survey this week that showed that â€bureaucracyâ€ is what first comes to mind when british people think of the eu. so, i think the government has a duty to tell people that the eu is the best route for us to get leverage on the issue of climate change. to his credit, david miliband is doing that with his ideas of the eu as an â€environmental unionâ€.",favorable
108,eu ministers wary of carbon tariffs,"after a discussion of the financial and economic impact of the euâ€™s climate change policies, ministers said they would consider â€œany necessary measuresâ€ to assist european industry, but did not specifically Â­mention special import taxes or quotas.",unfavorable
0,greenhouse emissions market begins," businesses in the uk will not be issued with their final allocations until february, according to elliot morley, the uk environment minister, after the uk government revised its national ceiling on carbon emissions. he advised businesses to use their estimated emissions allocations, as the final figures would not change much.",favorable
170,insight: corporates hold key to recovery,"finally, companies will find that they face a very different regulatory agenda as scientists persuade the politicians of the need to reduce carbon emissions. not only will companies have to reinstate their supply and relocate it closer to home, but they will also have to re-engineer their capital stock to be more climate-friendly. maybe it is time that we stopped worrying about the consumer, and focused more on how the corporate sector is going to have to rebuild its capital stock and how that rebuilding is going to be funded.",unfavorable
499,edinburgh university angers fossil fuel divestment campaigners,but in a nod to student pressure it has threatened to shun heavily polluting coal and tar sands companies if â€œrealistic alternative sources of energy are availableâ€ and if the businesses fail to invest in measures to address climate change.,unfavorable
92,"technology key to climate change, says blair","advances in technology to reduce carbon emissions will be key to solving the issue of climate change without damping growth for developing countries, tony blair, the former uk prime minister, said on thursday.",favorable
671,uk governmentâ€™s Â£3bn energy efficiency plan â€˜not yet a green recoveryâ€™,"the chancellor claimed the measures would support 140,000 green jobs, make 650,000 homes more energy efficient and could help slash carbon dioxide emissions by more than half a megatonne a year, which would be equivalent to taking 270,000 cars off the road.",favorable
34,schrÃ¶derâ€™s legacy will haunt merkel,"second, there will be just as many substantive disagreements with washington, if not more, under the new government. germany will still not be sending troops to iraq. ms merkel and mr bush disagree on a whole range of issues, from climate change to turkish eu membership.",unfavorable
366,america is being left behind by energy innovators,"climate change was barely mentioned in both cities. i wish it was the same in the us, where any conversation about energy policy starts and ends with climate change. it is a political buzzword that either excites or enrages. it is time to move forward for other reasons, for the reasons europe and an oil-exporting african nation are moving forward.",unfavorable
264,fuel forecast: key marketsâ€™ future demands assessed,"by their nature, such long-term forecasts are riddled with uncertainty. one urgent question mark looming over any prediction about the continentâ€™s future energy demand is the economy, and the growing risk that a stubborn debt crisis could tip it back into recession. europeâ€™s electricity demand is only now returning to levels recorded before the 2008 financial crisis. one unforeseen consequence of that episode is that it suppressed the carbon emissions linked to global warming.",unfavorable
281,biodiversity: valuation is vital to life support services,"chris knight, assistant director of the sustainability and climate change team at pwc, warns: â€œif ecosystems continue to decline and be degraded, the risk is that governments will step in, probably too late, with a knee-jerk reaction. ",unfavorable
559,danny alexander: i am right man for aiib,he said it was â€œthe right initiative at the right timeâ€ and the aiib would help to fund infrastructure in asia that would help to sustain growth and help to reduce carbon emissions.,favorable
623,saudi aramco chief warns of oil supply crunch,"part of this is to do with a drop in oilfield development costs but it also coincides with big energy groups funnelling more money into shorter-term projects as well as renewables, as they try to secure their future in a low-carbon energy world.",unfavorable
200,cameron unveils tory energy strategy,"the conservative paper, titled â€œrebuilding security: conservative energy policy for an uncertain worldâ€, proposes a tax on power generatorsâ€™ carbon emissions that would be paid if the carbon price fell below a set level.",favorable
2,the world is set for a new type of energy shock ,"if the texan oilman gets serious about climate change, today's nascent energy revolution could eventually end the world's addiction to oil. now that would be a welcome energy shock.",favorable
150,senate blow to climate change laws,"it also underscored the difficulty that mr obama will face winning support for his proposed cap-and-trade system even outside of the budget process, raising the possibility of the us arriving empty-handed at the next round of united nations talks on climate change in copenhagen in december.",unfavorable
287,vale plans amazon biofuel plant,"as well as reducing the carbon emissions of vale, which consumes about one in every 33 litres of diesel in brazil, the project will also help boost the regionâ€™s economy, creating 6,000 jobs in parÃ¡ and using local farmers to produce about a quarter of the required palm oil fruits. â€œweâ€™re helping these families to make the transition from poverty to the middle classes,â€ mr ieda said, adding that participating farmers would be eligible for loans at banco da amazÃ´nia and soon banco do brasil.",favorable
331,oil demand could peak within five years,"before climate change campaigners start cheering, they should note that even if oil demand peaks, hydrocarbon use will continue to rise. coal demand is set to rise on the ieaâ€™s current policies scenario by almost 40 per cent by 2030, and natural gas demand by 45 per cent.",unfavorable
572,koreans near investment in new cumbrian nuclear plant,new nuclear power stations are seen as crucial to uk energy security in the coming decades as dirty coal-fired power stations and old nuclear reactors are phased out. but critics say nuclear is too expensive and believe a mix of renewables and natural gas could keep the lights on at a lower cost while still reducing carbon emissions.,favorable
631,how to rescue the global climate change agenda,"what makes this so depressing is that â€” as adair turner, chairman of the energy transitions commission, recently argued â€” a zero-carbon economy is now both feasible and affordable. indeed, he stresses, this â€œwould be undoubtedly technically possible at a very small economic costâ€. the core of the transition would be a huge boost to the role of electricity, with a parallel shift to nuclear and, above all, renewable sources of electricity generation. three other essential technologies will be: hydrogen power, from hydrogen produced by electrolysis; bioenergy, for aviation fuel and feedstocks for plastics; and carbon capture.",unfavorable
42,ask the experts: getting to grips with global warming,"in the uk, an estimated quarter of carbon emissions are emitted as heat loss from buildings. do you think governments need to be more proactive in tackling this aspect of climate change through tougher building regulations or tax incentives to encourage the construction of more energy-efficient buildings?robin jeffery, chairman hambleside danelaw limited ",favorable
682,mission economy by mariana mazzucato â€” could moonshot thinking help fix the planet? ,"ever since 1969, people have asked themselves why if humans can land on the moon, canâ€™t they solve pressing problems here on earth, such as poverty, dementia and climate change. mariana mazzucato offers an answer: if only governments would apply the mission-driven methods of the apollo project, they could. ",favorable
336,"droughts, deluges and raging debates","we too, he argues, are living through a period of global climate change. regardless of its causes, the experience of the 17th century shows that long-term turbulence and unreliability of the weather inevitably produces calamitous outcomes for humanity. whole ways of life will disappear. climate-related catastrophes such as drought and flooding, harvest failure and enforced migration will produce civil unrest, conflict, disease and destruction. apparently stable governments will fall and commerce will be fatally disrupted.",unfavorable
574,tougher rules on pollution reshape asian fuel markets,"while international climate change negotiations have focused on carbon emissions, sulphur pumped from power plants, automobiles and ships also contributes to the premature deaths from air pollution, and damages crops and forests when it returns to earth in the form of acid rain. years of tightening motor fuel regulations in developed countries, and more recently in china, have been aimed at limiting the amount of sulphur spewed into the air when cars are driven.",favorable
652,boris johnson attacks climate change protesters blocking streets,extinction rebellion has demanded that the uk government commit to bringing forward the target for net zero greenhouse gas emissions from 2050 to 2025 and establish a â€œcitizensâ€™ assembly on climate and ecological justiceâ€. ,unfavorable
73,two countries â€“ global problem,energy is the leading source of man-made carbon emissions. and coal generation is the leading source of carbon emissions in the electric industry. the iea estimates that us and chinese coal plants built by 2030 will add 1.6bn tons per year of carbon to the atmosphere â€“ equal to all us carbon emissions today.,unfavorable
683,japanâ€™s ntt bets on battery storage and the green transformation,"â€œwe will increase renewable energy on our own and play the role of adjusting supply and demand for energy in various parts of the country,â€ said jun sawada, president and chief executive of ntt.",favorable
90,view from the top: david oâ€™reilly,ft: thereâ€™s a public perception that the energy companies have been late to recognise the reality of greenhouse gas omissions and their impact on climate change. is that a fair perception and what are you doing to change that? ,unfavorable
435,biomass report adds to debate on power station subsidies,power companies receiving the subsidies are supposed to make sure they use biomass in a way that produces fewer carbon emissions than a gas or coal plant.,favorable
105,eu outlines ambitious emissions goals,"the european union proclaimed a new era in the fight against climate change on wednesday as it announced sweeping measures to cut greenhouse gases and boost renewable energy use, and called on the world to join forces in ""the great project of our generation"".",favorable
373,an expensive nuclear deal that ignores all the energy alternatives,"the argument for doing this deal is that there was no alternative. shale gas has not yet been proved. the commitment to reduce carbon emissions is legally binding and can be changed only by new legislation, which would not get through the house of commons. offshore wind is even more expensive. coal is dirty, and supplies of conventional gas would have to be imported and are vulnerable to price volatility. energy prices will always rise so if we can lock in some supplies for the long term, even if it means paying double the current wholesale price, it must be beneficial. those are the arguments. the reality, however, is that there are alternatives. the fact that they were ignored is what makes this such a poor deal.",unfavorable
423,food groups under fire from oxfam over carbon emissions,"only nestlÃ©, unilever and to some extent mars and coca-cola were vocal in urging policy makers and other business to act on climate change, it said.",unfavorable
636,global miners count the cost of their failings,the rise of esg investing has created a need for in-depth data and research that can enable investors to better assess the risks companies face.,favorable
65,the cost of meeting demand,"governments have a window of fewer than 10 years to ensure that the infrastructure that will last into the middle of this century maximises efficiency and reduces, as much as possible, the carbon emissions that contribute to global warming, the iea said.",unfavorable
407,national minersâ€™ strike defines demise of uk coal industry,"but that conflicts with national and international attempts to limit carbon emissions by taking coal generation out of the energy mix. some uk power stations are stepping up burning coal before tougher limits on its use kick in, further displacing gas.",unfavorable
49,ftse 100 suffers worst one-day fall for two years,"tumbling carbon credit prices hit power generators british energy, off 2.9 per cent at 665p, and drax group, down 3.1 per cent to 823Â½p. carbon credit prices hit their lowest level for a year yesterday after a report, mistakenly published on a german website, showed the countryâ€™s 2005 carbon emissions had come in substantially below expectations. ",favorable
58,california sues car groups over emissions,"â€œvehicle emissions are the single most rapidly growing source of the carbon emissions contributing to global warming, yet the federal government and automakers have refused to act,â€ said bill lockyer, the stateâ€™s attorney-general. â€œit is time to hold these companies responsible for their contribution to this crisis.â€",favorable
538,oil majors to collaborate on cleaner energy,"eight big oil and gas groups are to meet in paris next week where they will announce research and development co-operation on cleaner energy, ahead of a un global climate change conference in december, according to the chief executive of total.",favorable
180,leaders must now agree climate deal,"this is exasperating, since a vastly superior solution is available. if a global system for tradeable carbon emissions permits is agreed, poor countries with low emissions stand to make much more than they can ever hope for in government-to-government aid.",unfavorable
122,singh risks position to secure energy deal,it is a deal he hopes will secure his legacy as prime minister in the final year of his congress party-led ruling coalitionâ€™s five-year term in office and will also secure indiaâ€™s access to carbon emission-free nuclear energy in the coming decades.,favorable
607,uk government to bolster support for nuclear power,the future of nuclear energy in the uk has been called into question this year as the industry struggles to compete with the falling cost of renewable energy.,unfavorable
714,letter: itâ€™s time to eliminate our dependence on imported oil and gas,"investing in renewable energy, heat pumps and public transportation will help us achieve net zero, but we also need honesty from ministers about how to reduce energy in the long term, including by insulating britainâ€™s leaky homes and discouraging gas-guzzling suv lifestyles. ",favorable
447,australians mine rich seam of interest in uk mining,"mr glen points to problems created by the ukâ€™s licensing regime, with the department of energy and climate change issuing gas licences and the coal authority, a public body linked to the decc, owning and overseeing most of britainâ€™s coal resources.",unfavorable
670,ofgem proposes cutting energy companiesâ€™ returns by half,"thursdayâ€™s announcement sparked an outcry from network companies, which warned that weaker returns would risk their ability to deliver reliable services and to ensure britainâ€™s energy system could cope with the big changes required to deliver the governmentâ€™s 2050 net zero emissions target. ",unfavorable
